392	1159	90	454	94	437,8
392	1158	90	454	94	437,6
392	1158	89	454	94	437,4
392	1158	89	454	94	437,4
392	1158	89	454	94	437,4
391	1158	89	454	94	437,2
391	1158	89	454	94	437,2
391	1158	89	454	94	437,2
391	1158	89	454	94	437,2
391	1158	89	454	94	437,2
391	1158	89	453	94	437
391	1158	89	453	94	437
391	1158	89	453	94	437
391	1158	89	453	94	437
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
391	1157	89	453	94	436,8
390	1157	89	453	94	436,6
390	1157	89	453	94	436,6
390	1157	89	453	94	436,6
390	1157	89	453	94	436,6
390	1157	89	453	94	436,6
390	1156	89	453	94	436,4
390	1156	89	453	94	436,4
390	1156	89	453	94	436,4
390	1156	89	453	94	436,4
390	1156	89	453	94	436,4
390	1156	89	453	94	436,4
390	1156	89	453	93	436,2
390	1156	89	453	93	436,2
390	1156	89	453	93	436,2
390	1156	89	452	93	436
390	1156	89	452	93	436
390	1156	89	452	93	436
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
390	1155	89	452	93	435,8
389	1155	89	452	93	435,6
389	1155	88	452	93	435,4
389	1154	88	452	93	435,2
389	1154	88	452	93	435,2
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1154	88	451	93	435
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
389	1153	88	451	93	434,8
388	1153	88	451	93	434,6
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	93	434,2
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1152	88	450	92	434
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
388	1151	88	450	92	433,8
387	1151	87	450	92	433,4
387	1151	87	450	92	433,4
387	1151	87	450	92	433,4
387	1151	87	450	92	433,4
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	450	92	433,2
387	1150	87	449	92	433
387	1150	87	449	92	433
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
387	1149	87	449	92	432,8
386	1149	87	449	92	432,6
